  x (normalized)   y (normalized)    zenith (um)   horizon (um)      z-grad (um)    r-grad (um)
  -4.4872942e-01   6.7689693e-01   6.6551851e-03   2.3560415e-03   1.6528304e-02  -4.1853338e-03
  -4.4872942e-01   6.9210807e-01   7.8734467e-03   2.9157136e-03   2.2175059e-02  -5.2341995e-03
  -4.4872942e-01   7.0731926e-01   6.7803525e-03   2.2042784e-03   2.7905724e-02  -6.2808552e-03
  -4.4872942e-01   7.2253040e-01   3.7277191e-03   1.7048086e-03   3.3826949e-02  -7.3356800e-03
  -4.4872942e-01   7.3774159e-01  -6.0537136e-04   1.2788342e-03   3.9871894e-02  -8.3974957e-03
  -4.4872942e-01   7.5295278e-01  -7.1618302e-03   2.4278171e-04   4.6059648e-02  -9.4611915e-03
  -4.4872942e-01   7.6816392e-01  -1.3858793e-02  -9.1885190e-04   5.2385173e-02  -1.0530633e-02
  -4.4872942e-01   7.8337511e-01  -2.0539815e-02  -1.8199947e-03   5.9001688e-02  -1.1612037e-02
  -4.4872942e-01   7.9858625e-01  -2.0651879e-02  -2.0940130e-03   6.5645583e-02  -1.2694928e-02
  -4.4872942e-01   8.1379744e-01  -1.5878068e-02  -1.7223550e-03   7.2292508e-02  -1.3771580e-02
  -4.4872942e-01   8.2900858e-01  -8.6508123e-03  -7.1155581e-04   7.9080082e-02  -1.4838602e-02
  -4.4872942e-01   8.4421977e-01   9.7801770e-04   7.9683795e-04   8.6183957e-02  -1.5933753e-02
  -4.3351826e-01  -8.5943091e-01   9.6441592e-03   3.2464791e-04   8.9653738e-02  -1.6463614e-02
  -4.3351826e-01  -8.4421977e-01   1.4303810e-03   1.1248847e-03   8.2420273e-02  -1.5358011e-02
  -4.3351826e-01  -8.2900858e-01  -5.6913928e-03   1.1351555e-03   7.5346387e-02  -1.4256634e-02
  -4.3351826e-01  -8.1379744e-01  -1.1523303e-02  -4.0564637e-05   6.8615942e-02  -1.3188460e-02
  -4.3351826e-01  -7.9858625e-01  -1.5634303e-02   2.4336200e-03   6.1924397e-02  -1.2099706e-02
  -4.3351826e-01  -7.8337511e-01  -1.4625918e-02   8.4844462e-04   5.5198522e-02  -1.0994551e-02
  -4.3351826e-01  -7.6816392e-01  -1.0272984e-02  -4.9904149e-04   4.8711727e-02  -9.9113410e-03
  -4.3351826e-01  -7.5295278e-01  -3.8001525e-03  -2.8637124e-04   4.2430721e-02  -8.8412898e-03
  -4.3351826e-01  -7.3774159e-01   1.0308667e-03  -9.3600287e-04   3.6285306e-02  -7.7680045e-03
  -4.3351826e-01  -7.2253040e-01   5.2444475e-03  -2.2056810e-03   3.0246511e-02  -6.6970943e-03
  -4.3351826e-01  -7.0731926e-01   7.6237971e-03  -2.9848240e-03   2.4333346e-02  -5.6264470e-03
  -4.3351826e-01  -6.9210807e-01   8.4276830e-03  -2.2696622e-03   1.8526621e-02  -4.5559337e-03
  -4.3351826e-01  -6.7689693e-01   7.5438446e-03  -1.1238477e-03   1.2915196e-02  -3.5027135e-03
  -4.3351826e-01  -6.6168574e-01   4.4248084e-03   3.2327049e-04   7.3973564e-03  -2.4446752e-03
  -4.3351826e-01  -6.4647460e-01  -9.1724330e-04   2.6132612e-03   1.9786402e-03  -1.3840090e-03
  -4.3351826e-01  -6.3126341e-01  -6.5357972e-03   4.1534070e-03  -3.3167260e-03  -3.3131072e-04
  -4.3351826e-01  -6.1605227e-01  -1.2547414e-02   4.1152255e-03  -8.4120882e-03   7.0156054e-04
  -4.3351826e-01  -6.0084108e-01  -1.7705935e-02   5.0501372e-03  -1.3306358e-02   1.7330498e-03
  -4.3351826e-01  -5.8562994e-01  -2.1099224e-02   6.3983399e-03  -1.8095599e-02   2.7601690e-03
  -4.3351826e-01  -5.7041875e-01  -1.6557320e-02   5.4501497e-03  -2.3029247e-02   3.7813173e-03
  -4.3351826e-01  -5.5520759e-01  -1.0089437e-02   5.5760761e-03  -2.7568250e-02   4.7768596e-03
  -4.3351826e-01  -5.3999642e-01  -4.3504363e-03   4.5099317e-03  -3.2035036e-02   5.7750958e-03
  -4.3351826e-01  -5.2478526e-01   1.2542935e-03   4.0136685e-03  -3.6369904e-02   6.7639471e-03
  -4.3351826e-01  -5.0957409e-01   5.6411902e-03   3.5857674e-03  -4.0596173e-02   7.7414683e-03
  -4.3351826e-01  -4.9436292e-01   8.2103970e-03   2.7070616e-03  -4.4674951e-02   8.7085806e-03
  -4.3351826e-01  -4.7915176e-01   9.1311487e-03   2.2810254e-03  -4.8618723e-02   9.6606938e-03
  -4.3351826e-01  -4.6394059e-01   8.3679125e-03   1.5316350e-03  -5.2443668e-02   1.0602999e-02
  -4.3351826e-01  -4.4872942e-01   6.3779929e-03   4.4900069e-04  -5.6153021e-02   1.1533496e-02
  -4.3351826e-01  -4.3351826e-01   2.4123610e-03  -7.4217521e-04  -5.9725593e-02   1.2447445e-02
  -4.3351826e-01  -4.1830709e-01  -3.3236108e-03  -1.9031880e-03  -6.3163691e-02   1.3346888e-02
  -4.3351826e-01  -4.0309592e-01  -9.6034764e-03  -2.9054494e-03  -6.6487034e-02   1.4232358e-02
  -4.3351826e-01  -3.8788476e-01  -1.4855967e-02  -3.5299799e-03  -6.9672939e-02   1.5101317e-02
  -4.3351826e-01  -3.7267359e-01  -1.8794055e-02  -3.9840088e-03  -7.2714073e-02   1.5960162e-02
  -4.3351826e-01  -3.5746242e-01  -1.7914776e-02  -4.9209141e-03  -7.5678369e-02   1.6792914e-02
  -4.3351826e-01  -3.4225125e-01  -1.2644598e-02  -6.0067342e-03  -7.8524945e-02   1.7602719e-02
  -4.3351826e-01  -3.2704009e-01  -7.1725169e-03  -5.8370568e-03  -8.1220233e-02   1.8396353e-02
  -4.3351826e-01  -3.1182892e-01  -1.2727887e-03  -4.9377923e-03  -8.3786905e-02   1.9168996e-02
  -4.3351826e-01  -2.9661775e-01   3.5179252e-03  -4.3127972e-03  -8.6236122e-02   1.9922235e-02
  -4.3351826e-01  -2.8140659e-01   7.4263614e-03  -3.9008619e-03  -8.8577045e-02   2.0662100e-02
  -4.3351826e-01   2.8140659e-01   7.1124392e-03   3.9782421e-03  -8.8546551e-02   2.0651441e-02
  -4.3351826e-01   2.9661775e-01   3.4950334e-03   4.7857451e-03  -8.6231067e-02   1.9920544e-02
  -4.3351826e-01   3.1182892e-01  -1.2375669e-03   5.2641652e-03  -8.3786845e-02   1.9169026e-02
  -4.3351826e-01   3.2704009e-01  -7.1525100e-03   5.4754878e-03  -8.1219699e-02   1.8396319e-02
  -4.3351826e-01   3.4225125e-01  -1.2632400e-02   5.3716725e-03  -7.8524394e-02   1.7602696e-02
  -4.3351826e-01   3.5746242e-01  -1.7908587e-02   5.1167459e-03  -7.5678438e-02   1.6792960e-02
  -4.3351826e-01   3.7267359e-01  -1.8791976e-02   4.3746580e-03  -7.2714360e-02   1.5960208e-02
  -4.3351826e-01   3.8788476e-01  -1.4857414e-02   3.0483430e-03  -6.9673221e-02   1.5101302e-02
  -4.3351826e-01   4.0309592e-01  -9.5918360e-03   1.8785888e-03  -6.6487247e-02   1.4232387e-02
  -4.3351826e-01   4.1830709e-01  -3.3249904e-03   6.1910148e-04  -6.3163610e-02   1.3346874e-02
  -4.3351826e-01   4.3351826e-01   2.3322759e-03  -4.4702778e-04  -5.9726091e-02   1.2447631e-02
  -4.3351826e-01   4.4872942e-01   6.3693860e-03  -1.1913258e-03  -5.6155241e-02   1.1533870e-02
  -4.3351826e-01   4.6394059e-01   8.6231096e-03  -1.8599511e-03  -5.2453134e-02   1.0603885e-02
  -4.3351826e-01   4.7915176e-01   9.1127113e-03  -2.2862407e-03  -4.8623445e-02   9.6611820e-03
  -4.3351826e-01   4.9436292e-01   7.9120760e-03  -2.7536477e-03  -4.4666338e-02   8.7054552e-03
  -4.3351826e-01   5.0957409e-01   5.4471515e-03  -3.2721229e-03  -4.0588515e-02   7.7402965e-03
  -4.3351826e-01   5.2478526e-01   1.3516470e-03  -3.8706178e-03  -3.6378123e-02   6.7646207e-03
  -4.3351826e-01   5.3999642e-01  -4.3582057e-03  -4.6083870e-03  -3.2037632e-02   5.7753700e-03
  -4.3351826e-01   5.5520759e-01  -1.0147855e-02  -5.1287580e-03  -2.7568297e-02   4.7769122e-03
  -4.3351826e-01   5.7041875e-01  -1.6621951e-02  -5.8077626e-03  -2.3028794e-02   3.7814045e-03
  -4.3351826e-01   5.8562994e-01  -2.1135418e-02  -6.7924024e-03  -1.8095335e-02   2.7602657e-03
  -4.3351826e-01   6.0084108e-01  -1.7748304e-02  -5.2283128e-03  -1.3306494e-02   1.7331490e-03
  -4.3351826e-01   6.1605227e-01  -1.2581736e-02  -3.7261550e-03  -8.4125910e-03   7.0167526e-04
  -4.3351826e-01   6.3126341e-01  -6.5472978e-03  -2.6419835e-03  -3.3172272e-03  -3.3121049e-04
  -4.3351826e-01   6.4647460e-01  -9.3240568e-04  -9.6713520e-04   1.9785556e-03  -1.3842922e-03
  -4.3351826e-01   6.6168574e-01   4.4077463e-03   9.3909635e-04   7.3976004e-03  -2.4453330e-03
  -4.3351826e-01   6.7689693e-01   7.5429039e-03   2.2957613e-03   1.2915344e-02  -3.5031387e-03
  -4.3351826e-01   6.9210807e-01   8.4491186e-03   2.8660974e-03   1.8525739e-02  -4.5558345e-03
  -4.3351826e-01   7.0731926e-01   7.6588903e-03   2.4864727e-03   2.4332504e-02  -5.6268222e-03
  -4.3351826e-01   7.2253040e-01   5.2863428e-03   1.7155321e-03   3.0245689e-02  -6.6979640e-03
  -4.3351826e-01   7.3774159e-01   1.0476821e-03   1.5752543e-03   3.6284644e-02  -7.7683057e-03
  -4.3351826e-01   7.5295278e-01  -3.7994356e-03   1.1585401e-03   4.2430208e-02  -8.8410964e-03
  -4.3351826e-01   7.6816392e-01  -1.0249119e-02  -2.1497881e-04   4.8711203e-02  -9.9112042e-03
  -4.3351826e-01   7.8337511e-01  -1.4598443e-02  -1.1997154e-03   5.5197988e-02  -1.0994422e-02
  -4.3351826e-01   7.9858625e-01  -1.5607137e-02  -1.7310221e-03   6.1923853e-02  -1.2099574e-02
  -4.3351826e-01   8.1379744e-01  -1.1500053e-02  -1.4687841e-03   6.8615388e-02  -1.3188339e-02
  -4.3351826e-01   8.2900858e-01  -5.6725193e-03  -5.2313128e-04   7.5345822e-02  -1.4256517e-02
  -4.3351826e-01   8.4421977e-01   1.4532979e-03   5.6507161e-04   8.2419697e-02  -1.5357439e-02
  -4.3351826e-01   8.5943091e-01   9.6715254e-03   1.7222676e-03   8.9653152e-02  -1.6462629e-02
  -4.1830709e-01  -8.5943091e-01   1.0425409e-02   9.9927594e-04   8.6020918e-02  -1.5912856e-02
  -4.1830709e-01  -8.4421977e-01   3.7291832e-03  -6.3848993e-04   7.8798303e-02  -1.4798577e-02
  -4.1830709e-01  -8.2900858e-01  -2.2687547e-03   7.8022557e-04   7.1840147e-02  -1.3706167e-02
  -4.1830709e-01  -8.1379744e-01  -7.0886546e-03  -3.8939377e-05   6.5043242e-02  -1.2618473e-02
  -4.1830709e-01  -7.9858625e-01  -8.8213414e-03  -1.3107930e-03   5.8258797e-02  -1.1509218e-02
  -4.1830709e-01  -7.8337511e-01  -8.0025386e-03  -3.1237066e-03   5.1573422e-02  -1.0397703e-02
  -4.1830709e-01  -7.6816392e-01  -4.9613043e-03  -2.8110131e-03   4.5195527e-02  -9.3144840e-03
  -4.1830709e-01  -7.5295278e-01  -4.8812690e-04  -2.0740999e-03   3.8942051e-02  -8.2348747e-03
  -4.1830709e-01  -7.3774159e-01   3.7156104e-03  -4.1592115e-03   3.2793356e-02  -7.1516015e-03
  -4.1830709e-01  -7.2253040e-01   6.7771515e-03  -6.0922321e-03   2.6732401e-02  -6.0615502e-03
  -4.1830709e-01  -7.0731926e-01   8.8182206e-03  -6.4590655e-03   2.0724016e-02  -4.9620890e-03
  -4.1830709e-01  -6.9210807e-01   9.2089533e-03  -1.3521355e-03   1.4988041e-02  -3.8924337e-03
  -4.1830709e-01  -6.7689693e-01   8.4927322e-03  -4.2619288e-04   9.3959355e-03  -2.8282284e-03
  -4.1830709e-01  -6.6168574e-01   5.6978686e-03  -1.3323988e-03   3.8504413e-03  -1.7495042e-03
  -4.1830709e-01  -6.4647460e-01   2.1001759e-03  -1.7766249e-03  -1.6275349e-03  -6.6664794e-04
  -4.1830709e-01  -6.3126341e-01  -3.0317603e-03  -2.5021750e-04  -6.8258630e-03   3.8226932e-04
  -4.1830709e-01  -6.1605227e-01  -8.8903357e-03   1.4581074e-03  -1.1922357e-02   1.4277626e-03
  -4.1830709e-01  -6.0084108e-01  -1.2820309e-02   3.6377255e-03  -1.6838472e-02   2.4617238e-03
  -4.1830709e-01  -5.8562994e-01  -1.3276817e-02   4.0061314e-03  -2.1679619e-02   3.4955251e-03
  -4.1830709e-01  -5.7041875e-01  -1.0568529e-02   4.4824906e-03  -2.6431711e-02   4.5315123e-03
  -4.1830709e-01  -5.5520759e-01  -6.8098758e-03   4.7244711e-03  -3.1064170e-02   5.5618096e-03
  -4.1830709e-01  -5.3999642e-01  -1.6148004e-03   4.2141709e-03  -3.5525864e-02   6.5727289e-03
  -4.1830709e-01  -5.2478526e-01   3.0378008e-03   3.2998406e-03  -3.9859508e-02   7.5770241e-03
  -4.1830709e-01  -5.0957409e-01   6.6243787e-03   2.2660744e-03  -4.4075978e-02   8.5712914e-03
  -4.1830709e-01  -4.9436292e-01   8.9182728e-03   1.4529276e-03  -4.8159382e-02   9.5539456e-03
  -4.1830709e-01  -4.7915176e-01   9.6514186e-03   1.0823522e-03  -5.2099707e-02   1.0522117e-02
  -4.1830709e-01  -4.6394059e-01   9.2883303e-03   6.7800390e-04  -5.5920628e-02   1.1480489e-02
  -4.1830709e-01  -4.4872942e-01   7.5709786e-03  -1.8297376e-04  -5.9622741e-02   1.2427712e-02
  -4.1830709e-01  -4.3351826e-01   4.0094091e-03  -1.3125508e-03  -6.3188201e-02   1.3357946e-02
  -4.1830709e-01  -4.1830709e-01  -9.0439961e-04  -2.5177618e-03  -6.6624195e-02   1.4274502e-02
  -4.1830709e-01  -4.0309592e-01  -6.8797624e-03  -3.5928486e-03  -6.9947946e-02   1.5177318e-02
  -4.1830709e-01  -3.8788476e-01  -1.2149070e-02  -4.7539046e-03  -7.3146878e-02   1.6065456e-02
  -4.1830709e-01  -3.7267359e-01  -1.4752229e-02  -5.8250490e-03  -7.6196527e-02   1.6939286e-02
  -4.1830709e-01  -3.5746242e-01  -1.4109809e-02  -6.3304296e-03  -7.9137080e-02   1.7787388e-02
  -4.1830709e-01  -3.4225125e-01  -1.0492108e-02  -6.2948712e-03  -8.1938218e-02   1.8618227e-02
  -4.1830709e-01  -3.2704009e-01  -5.5014591e-03  -6.1973195e-03  -8.4637813e-02   1.9430930e-02
  -4.1830709e-01  -3.1182892e-01  -9.8464041e-04  -6.1798408e-03  -8.7228162e-02   2.0234878e-02
  -4.1830709e-01  -2.9661775e-01   4.4062850e-03  -6.6041842e-03  -9.0345458e-02   2.1223853e-02
  -4.1830709e-01   2.9661775e-01   4.6556754e-03   6.7808087e-03  -9.0349147e-02   2.1225069e-02
  -4.1830709e-01   3.1182892e-01  -9.5166119e-04   6.4220238e-03  -8.7228276e-02   2.0234848e-02
  -4.1830709e-01   3.2704009e-01  -5.4861846e-03   6.3409009e-03  -8.4637944e-02   1.9430898e-02
  -4.1830709e-01   3.4225125e-01  -1.0478093e-02   6.0375215e-03  -8.1938400e-02   1.8618255e-02
  -4.1830709e-01   3.5746242e-01  -1.4099211e-02   5.7688319e-03  -7.9137364e-02   1.7787447e-02
  -4.1830709e-01   3.7267359e-01  -1.4728826e-02   5.4914610e-03  -7.6196797e-02   1.6939343e-02
  -4.1830709e-01   3.8788476e-01  -1.2134089e-02   4.2201365e-03  -7.3147145e-02   1.6065430e-02
  -4.1830709e-01   4.0309592e-01  -6.8691562e-03   3.1537338e-03  -6.9948221e-02   1.5177290e-02
  -4.1830709e-01   4.1830709e-01  -9.0487637e-04   1.8079819e-03  -6.6624480e-02   1.4274533e-02
  -4.1830709e-01   4.3351826e-01   3.9917754e-03   7.2674332e-04  -6.3188902e-02   1.3358131e-02
  -4.1830709e-01   4.4872942e-01   7.4700443e-03   1.0485155e-04  -5.9621449e-02   1.2427195e-02
  -4.1830709e-01   4.6394059e-01   9.3202797e-03  -7.6250706e-04  -5.5926237e-02   1.1481469e-02
  -4.1830709e-01   4.7915176e-01   9.8730614e-03  -1.5553790e-03  -5.2099343e-02   1.0522411e-02
  -4.1830709e-01   4.9436292e-01   8.9034953e-03  -1.9540432e-03  -4.8164045e-02   9.5553502e-03
  -4.1830709e-01   5.0957409e-01   6.4682042e-03  -2.6419763e-03  -4.4069266e-02   8.5699995e-03
  -4.1830709e-01   5.2478526e-01   3.0386725e-03  -3.3897851e-03  -3.9865761e-02   7.5783968e-03
  -4.1830709e-01   5.3999642e-01  -1.6343789e-03  -4.0155800e-03  -3.5530529e-02   6.5735510e-03
  -4.1830709e-01   5.5520759e-01  -6.8630275e-03  -4.4413845e-03  -3.1064522e-02   5.5619103e-03
  -4.1830709e-01   5.7041875e-01  -1.0624116e-02  -4.7264358e-03  -2.6431847e-02   4.5315795e-03
  -4.1830709e-01   5.8562994e-01  -1.3327791e-02  -4.8252050e-03  -2.1679919e-02   3.4956208e-03
  -4.1830709e-01   6.0084108e-01  -1.2866016e-02  -4.2396981e-03  -1.6838853e-02   2.4618230e-03
  -4.1830709e-01   6.1605227e-01  -8.9197409e-03  -2.9276063e-03  -1.1922806e-02   1.4278643e-03
  -4.1830709e-01   6.3126341e-01  -3.0350969e-03  -1.7428807e-03  -6.8264223e-03   3.8237755e-04
  -4.1830709e-01   6.4647460e-01   2.0815427e-03  -4.6918505e-04  -1.6279944e-03  -6.6656319e-04
  -4.1830709e-01   6.6168574e-01   5.6727439e-03   8.3728307e-04   3.8507614e-03  -1.7500709e-03
  -4.1830709e-01   6.7689693e-01   8.4712548e-03   2.0469530e-03   9.3970142e-03  -2.8291227e-03
  -4.1830709e-01   6.9210807e-01   9.2077725e-03   2.5746119e-03   1.4988199e-02  -3.8926894e-03
  -4.1830709e-01   7.0731926e-01   8.8241612e-03   1.9714632e-03   2.0723324e-02  -4.9620872e-03
  -4.1830709e-01   7.2253040e-01   6.8120241e-03   1.6289355e-03   2.6731859e-02  -6.0622339e-03
  -4.1830709e-01   7.3774159e-01   3.7515996e-03   1.4850159e-03   3.2792853e-02  -7.1523347e-03
  -4.1830709e-01   7.5295278e-01  -4.7786029e-04   1.5263790e-03   3.8941538e-02  -8.2349294e-03
  -4.1830709e-01   7.6816392e-01  -4.9452905e-03   7.4922068e-04   4.5195003e-02  -9.3143391e-03
  -4.1830709e-01   7.8337511e-01  -7.9795362e-03  -4.0063020e-04   5.1572888e-02  -1.0397573e-02
  -4.1830709e-01   7.9858625e-01  -8.7987643e-03  -9.3884013e-04   5.8258253e-02  -1.1509087e-02
  -4.1830709e-01   8.1379744e-01  -7.0687239e-03  -9.7768481e-04   6.5042688e-02  -1.2618340e-02
  -4.1830709e-01   8.2900858e-01  -2.2549566e-03   5.0136332e-05   7.1839582e-02  -1.3706111e-02
  -4.1830709e-01   8.4421977e-01   3.7455234e-03   9.4706923e-04   7.8797727e-02  -1.4798417e-02
  -4.1830709e-01   8.5943091e-01   1.0447002e-02   1.4040009e-03   8.6020332e-02  -1.5912483e-02
  -4.0309592e-01  -8.7464210e-01   1.7150004e-02  -1.2519456e-05   8.9835783e-02  -1.6496988e-02
  -4.0309592e-01  -8.5943091e-01   1.1898223e-02  -2.6030596e-03   8.2500178e-02  -1.5374949e-02
  -4.0309592e-01  -8.4421977e-01   7.0748381e-03  -4.4113660e-03   7.5322682e-02  -1.4258300e-02
  -4.0309592e-01  -8.2900858e-01   1.9294315e-03   4.2757683e-04   6.8474107e-02  -1.3173377e-02
  -4.0309592e-01  -8.1379744e-01  -1.6398999e-03  -1.7195109e-04   6.1620552e-02  -1.2065078e-02
  -4.0309592e-01  -7.9858625e-01  -3.1431112e-03  -2.5084891e-03   5.4803757e-02  -1.0940609e-02
  -4.0309592e-01  -7.8337511e-01  -2.8803015e-03  -4.2954490e-03   4.8190782e-02  -9.8305632e-03
  -4.0309592e-01  -7.6816392e-01  -1.9705442e-05  -4.3999325e-03   4.1813977e-02  -8.7356149e-03
  -4.0309592e-01  -7.5295278e-01   2.8678559e-03  -3.8405472e-03   3.5571281e-02  -7.6458517e-03
  -4.0309592e-01  -7.3774159e-01   5.9023678e-03  -5.4192794e-03   2.9415446e-02  -6.5484164e-03
  -4.0309592e-01  -7.2253040e-01   8.1305095e-03  -7.1160349e-03   2.3294321e-02  -5.4360882e-03
  -4.0309592e-01  -7.0731926e-01   9.2831415e-03  -6.4842123e-03   1.7323986e-02  -4.3302009e-03
  -4.0309592e-01  -6.9210807e-01   9.6886710e-03   2.6453265e-04   1.1582251e-02  -3.2465987e-03
  -4.0309592e-01  -6.7689693e-01   8.6233091e-03   1.9291839e-03   5.9663024e-03  -2.1626644e-03
  -4.0309592e-01  -6.6168574e-01   6.5880162e-03   4.2595845e-05   4.3696825e-04  -1.0756982e-03
  -4.0309592e-01  -6.4647460e-01   3.9034322e-03  -2.1337868e-03  -4.9708429e-03   7.1251014e-06
  -4.0309592e-01  -6.3126341e-01   5.6671038e-04  -3.7205270e-03  -1.0205653e-02   1.0773084e-03
  -4.0309592e-01  -6.1605227e-01  -3.5832195e-03  -6.4070994e-04  -1.5291197e-02   2.1354306e-03
  -4.0309592e-01  -6.0084108e-01  -6.6775364e-03   2.2109666e-03  -2.0219221e-02   3.1836459e-03
  -4.0309592e-01  -5.8562994e-01  -6.9683941e-03   2.1718808e-03  -2.5099146e-02   4.2425401e-03
  -4.0309592e-01  -5.7041875e-01  -5.5099318e-03   1.9043478e-03  -2.9898346e-02   5.3052574e-03
  -4.0309592e-01  -5.5520759e-01  -2.7100471e-03   3.7199938e-03  -3.4446603e-02   6.3328746e-03
  -4.0309592e-01  -5.3999642e-01   1.2310193e-03   3.3146925e-03  -3.8892093e-02   7.3562499e-03
  -4.0309592e-01  -5.2478526e-01   4.5777887e-03   2.2927264e-03  -4.3218885e-02   8.3739911e-03
  -4.0309592e-01  -5.0957409e-01   7.4900204e-03   1.3761859e-03  -4.7441349e-02   9.3852104e-03
  -4.0309592e-01  -4.9436292e-01   9.2394430e-03   7.1676440e-04  -5.1510846e-02   1.0381127e-02
  -4.0309592e-01  -4.7915176e-01   1.0146978e-02   1.3167358e-03  -5.5459338e-02   1.1368275e-02
  -4.0309592e-01  -4.6394059e-01   9.8713252e-03  -2.4790828e-05  -5.9263322e-02   1.2339972e-02
  -4.0309592e-01  -4.4872942e-01   8.4770510e-03  -7.5363400e-04  -6.2962190e-02   1.3303666e-02
  -4.0309592e-01  -4.3351826e-01   5.8853346e-03  -1.4371659e-03  -6.6522295e-02   1.4251892e-02
  -4.0309592e-01  -4.1830709e-01   1.8443940e-03  -2.6110580e-03  -6.9958059e-02   1.5184717e-02
  -4.0309592e-01  -4.0309592e-01  -2.3928065e-03  -4.0465435e-03  -7.3269723e-02   1.6105824e-02
  -4.0309592e-01  -3.8788476e-01  -6.3416714e-03  -5.4537955e-03  -7.6460970e-02   1.7012313e-02
  -4.0309592e-01  -3.7267359e-01  -9.1121827e-03  -6.7006868e-03  -7.9538521e-02   1.7902388e-02
  -4.0309592e-01  -3.5746242e-01  -8.8135096e-03  -6.5174793e-03  -8.2445140e-02   1.8771536e-02
  -4.0309592e-01  -3.4225125e-01  -6.5287546e-03  -6.4659260e-03  -8.5262001e-02   1.9623157e-02
  -4.0309592e-01  -3.2704009e-01  -3.2491562e-03  -6.8656396e-03  -8.7935898e-02   2.0460746e-02
  -4.0309592e-01   3.2704009e-01  -3.2185324e-03   7.2546726e-03  -8.7936028e-02   2.0460765e-02
  -4.0309592e-01   3.4225125e-01  -6.4882498e-03   6.5046669e-03  -8.5262126e-02   1.9623209e-02
  -4.0309592e-01   3.5746242e-01  -8.7858153e-03   6.0620660e-03  -8.2445307e-02   1.8771534e-02
  -4.0309592e-01   3.7267359e-01  -9.0765474e-03   6.1328699e-03  -7.9538757e-02   1.7902445e-02
  -4.0309592e-01   3.8788476e-01  -6.3164347e-03   5.2935560e-03  -7.6461244e-02   1.7012348e-02
  -4.0309592e-01   4.0309592e-01  -2.3766357e-03   4.2491500e-03  -7.3270003e-02   1.6105807e-02
  -4.0309592e-01   4.1830709e-01   1.8538901e-03   2.9267004e-03  -6.9958344e-02   1.5184739e-02
  -4.0309592e-01   4.3351826e-01   5.8732377e-03   1.7928892e-03  -6.6522694e-02   1.4252018e-02
  -4.0309592e-01   4.4872942e-01   8.4498671e-03   1.0337014e-03  -6.2962860e-02   1.3303788e-02
  -4.0309592e-01   4.6394059e-01   9.8489458e-03   1.0192052e-04  -5.9270084e-02   1.2341208e-02
  -4.0309592e-01   4.7915176e-01   1.0125125e-02  -9.6979762e-04  -5.5455707e-02   1.1368071e-02
  -4.0309592e-01   4.9436292e-01   9.2591967e-03  -1.2975042e-03  -5.1502135e-02   1.0379186e-02
  -4.0309592e-01   5.0957409e-01   7.4276848e-03  -2.3145425e-03  -4.7435693e-02   9.3831185e-03
  -4.0309592e-01   5.2478526e-01   4.5542681e-03  -2.9871501e-03  -4.3222824e-02   8.3741998e-03
  -4.0309592e-01   5.3999642e-01   1.2193497e-03  -3.4315704e-03  -3.8897116e-02   7.3570971e-03
  -4.0309592e-01   5.5520759e-01  -2.7390446e-03  -3.7301492e-03  -3.4446845e-02   6.3329333e-03
  -4.0309592e-01   5.7041875e-01  -5.5443845e-03  -3.8221742e-03  -2.9897775e-02   5.3053516e-03
  -4.0309592e-01   5.8562994e-01  -7.0078907e-03  -3.6637333e-03  -2.5098968e-02   4.2426368e-03
  -4.0309592e-01   6.0084108e-01  -6.7145681e-03  -3.1859401e-03  -2.0219178e-02   3.1837451e-03
  -4.0309592e-01   6.1605227e-01  -3.5992023e-03  -1.9998055e-03  -1.5291285e-02   2.1355323e-03
  -4.0309592e-01   6.3126341e-01   5.7175568e-04  -7.2375419e-04  -1.0206141e-02   1.0774246e-03
  -4.0309592e-01   6.4647460e-01   3.8967808e-03   2.3317783e-05  -4.9714075e-03   7.3078432e-06
  -4.0309592e-01   6.6168574e-01   6.5701985e-03   9.0160874e-04   4.3728531e-04  -1.0758379e-03
  -4.0309592e-01   6.7689693e-01   8.5964278e-03   1.8620434e-03   5.9683811e-03  -2.1634166e-03
  -4.0309592e-01   6.9210807e-01   9.6668963e-03   2.3095267e-03   1.1584139e-02  -3.2472754e-03
  -4.0309592e-01   7.0731926e-01   9.2761580e-03   1.8541367e-03   1.7323564e-02  -4.3301331e-03
  -4.0309592e-01   7.2253040e-01   8.1517384e-03   1.6608634e-03   2.3293599e-02  -5.4363269e-03
  -4.0309592e-01   7.3774159e-01   5.9518692e-03   1.4896309e-03   2.9414943e-02  -6.5493296e-03
  -4.0309592e-01   7.5295278e-01   2.8988931e-03   1.5960428e-03   3.5570768e-02  -7.6463064e-03
  -4.0309592e-01   7.6816392e-01  -1.0180734e-05   1.5605933e-03   4.1813453e-02  -8.7354751e-03
  -4.0309592e-01   7.8337511e-01  -2.8652244e-03   4.9604596e-04   4.8190248e-02  -9.8304109e-03
  -4.0309592e-01   7.9858625e-01  -3.1256464e-03   1.5062556e-04   5.4803213e-02  -1.0940478e-02
  -4.0309592e-01   8.1379744e-01  -1.6260037e-03   1.7381805e-04   6.1619997e-02  -1.2064943e-02
  -4.0309592e-01   8.2900858e-01   1.9376038e-03   8.5256410e-04   6.8473542e-02  -1.3173284e-02
  -4.0309592e-01   8.4421977e-01   7.0863397e-03   2.0225681e-03   7.5322107e-02  -1.4258141e-02
