  x (normalized)   y (normalized)    zenith (um)   horizon (um)      z-grad (um)    r-grad (um)
   7.8337511e-01  -2.5098425e-01   9.1069516e-03   1.6265109e-02   2.1448075e-02  -5.2094703e-03
   7.8337511e-01  -2.3577309e-01   9.8367036e-03   1.3716871e-02   1.9442420e-02  -4.8254521e-03
   7.8337511e-01  -2.2056192e-01   1.0163869e-02   1.1548683e-02   1.7606805e-02  -4.4703238e-03
   7.8337511e-01  -2.0535075e-01   1.0049392e-02   9.8104805e-03   1.5832670e-02  -4.1260685e-03
   7.8337511e-01  -1.9013959e-01   9.0351171e-03   7.9599924e-03   1.4139564e-02  -3.7961763e-03
   7.8337511e-01  -1.7492842e-01   7.4570526e-03   6.1419332e-03   1.2557969e-02  -3.4881110e-03
   7.8337511e-01  -1.5971725e-01   4.8773212e-03   4.5940679e-03   1.1103014e-02  -3.2017598e-03
   7.8337511e-01  -1.4450609e-01   1.6416885e-03   3.2233096e-03   9.7993989e-03  -2.9435135e-03
   7.8337511e-01  -1.2929492e-01  -1.1469571e-03   1.9298594e-03   8.6403287e-03  -2.7133663e-03
   7.8337511e-01  -1.1408375e-01  -3.9047878e-03   7.7284617e-04   7.6568196e-03  -2.5172390e-03
   7.8337511e-01  -9.8872585e-02  -5.2101853e-03  -7.1423944e-05   6.7872014e-03  -2.3421548e-03
   7.8337511e-01  -8.3661415e-02  -4.1565518e-03  -7.0025011e-04   5.9906752e-03  -2.1822775e-03
   7.8337511e-01  -6.8450250e-02  -1.7749557e-03  -1.0249634e-03   5.3165550e-03  -2.0471552e-03
   7.8337511e-01  -5.3239084e-02   1.6213407e-03  -9.4248528e-04   4.8127428e-03  -1.9449540e-03
   7.8337511e-01  -3.8027917e-02   5.0534689e-03  -6.7068391e-04   4.4181756e-03  -1.8643447e-03
   7.8337511e-01  -2.2816750e-02   7.3261207e-03  -4.4180584e-04   4.1365525e-03  -1.8063415e-03
   7.8337511e-01  -7.6055835e-03   8.6202096e-03  -2.5406552e-04   4.0242783e-03  -1.7824262e-03
   7.8337511e-01   7.6055835e-03   8.6200189e-03   1.2571839e-04   4.0242561e-03  -1.7824250e-03
   7.8337511e-01   2.2816750e-02   7.3255208e-03   6.8601330e-04   4.1364929e-03  -1.8063377e-03
   7.8337511e-01   3.8027917e-02   5.0530689e-03   1.1564098e-03   4.4182327e-03  -1.8643385e-03
   7.8337511e-01   5.3239084e-02   1.6209630e-03   1.0720511e-03   4.8133505e-03  -1.9449452e-03
   7.8337511e-01   6.8450250e-02  -1.7762932e-03   8.6711955e-04   5.3173304e-03  -2.0471439e-03
   7.8337511e-01   8.3661415e-02  -4.1583443e-03   5.8383727e-04   5.9910672e-03  -2.1822637e-03
   7.8337511e-01   9.8872585e-02  -5.2119491e-03   8.7539003e-05   6.7871490e-03  -2.3421384e-03
   7.8337511e-01   1.1408375e-01  -3.9048083e-03  -6.1474581e-04   7.6566678e-03  -2.5172202e-03
   7.8337511e-01   1.2929492e-01  -1.1427174e-03  -1.5195804e-03   8.6401866e-03  -2.7133439e-03
   7.8337511e-01   1.4450609e-01   1.6469510e-03  -2.7210782e-03   9.7993504e-03  -2.9434877e-03
   7.8337511e-01   1.5971725e-01   4.8792923e-03  -4.2896067e-03   1.1103355e-02  -3.2016904e-03
   7.8337511e-01   1.7492842e-01   7.4557845e-03  -6.0014929e-03   1.2558540e-02  -3.4880611e-03
   7.8337511e-01   1.9013959e-01   9.0349314e-03  -7.6977381e-03   1.4139965e-02  -3.7961919e-03
   7.8337511e-01   2.0535075e-01   1.0050574e-02  -9.3993865e-03   1.5832640e-02  -4.1262206e-03
   7.8337511e-01   2.2056192e-01   1.0170716e-02  -1.1335460e-02   1.7606645e-02  -4.4703134e-03
   7.8337511e-01   2.3577309e-01   9.8493011e-03  -1.3942014e-02   1.9442239e-02  -4.8254111e-03
   7.8337511e-01   2.5098425e-01   9.1173523e-03  -1.6322978e-02   2.1447904e-02  -5.2094289e-03
   7.8337511e-01   2.6619542e-01   7.8165026e-03  -1.8461830e-02   2.3647269e-02  -5.6264586e-03
   7.8337511e-01   2.8140659e-01   6.5796929e-03  -2.1565199e-02   2.6002754e-02  -6.0678444e-03
   7.8337511e-01   2.9661775e-01   5.4141062e-03  -2.4177127e-02   2.8480639e-02  -6.5304591e-03
   7.8337511e-01   3.1182892e-01   3.6434994e-03  -2.6146050e-02   3.0984393e-02  -6.9933768e-03
   7.8337511e-01   3.2704009e-01   1.7074531e-03  -2.7303799e-02   3.3639688e-02  -7.4789206e-03
   7.8337511e-01   3.4225125e-01  -2.0652233e-04  -2.7240767e-02   3.6475403e-02  -7.9906933e-03
   7.8337511e-01   3.5746242e-01  -2.4222673e-03  -2.6967219e-02   3.9453028e-02  -8.5243691e-03
   7.8337511e-01   3.7267359e-01  -2.9500711e-03  -2.4318564e-02   4.2527033e-02  -9.0662738e-03
   7.8337511e-01   3.8788476e-01  -2.1275749e-03  -2.0075524e-02   4.5651408e-02  -9.6117226e-03
   7.8337511e-01   4.0309592e-01  -6.5206195e-04  -1.4877383e-02   4.8874222e-02  -1.0168756e-02
   7.8337511e-01   4.1830709e-01   9.6741003e-04  -9.2388847e-03   5.2253677e-02  -1.0745105e-02
   7.8337511e-01   4.3351826e-01   2.9165605e-03  -3.2284839e-03   5.5853592e-02  -1.1349645e-02
   7.8337511e-01   4.4872942e-01   5.6653176e-03  -2.9311220e-04   5.9623047e-02  -1.1973160e-02
   7.8337511e-01   4.6394059e-01   5.3729808e-03  -1.4441706e-04   6.3501862e-02  -1.2605641e-02
   7.8337511e-01   4.7915176e-01   2.0592270e-03  -3.9161339e-03   6.7307476e-02  -1.3216066e-02
   7.8337511e-01   4.9436292e-01  -6.7830616e-04  -1.1119366e-02   7.1304461e-02  -1.3846380e-02
   7.8337511e-01   5.0957409e-01  -3.0996674e-03  -2.2095435e-02   7.5480396e-02  -1.4496695e-02
   7.8337511e-01   5.2478526e-01  -5.4842519e-03  -3.4514596e-02   7.9764421e-02  -1.5157763e-02
   7.8337511e-01   5.3999642e-01  -5.5339357e-03  -4.9307090e-02   8.4157636e-02  -1.5826539e-02
   7.8337511e-01   5.5520759e-01  -2.1771487e-03  -7.1294250e-02   8.8680520e-02  -1.6497251e-02
   7.9858625e-01  -5.3999642e-01   4.3188408e-03   7.7372204e-02   9.0785174e-02  -1.6828149e-02
   7.9858625e-01  -5.2478526e-01   4.3266965e-03   5.6374712e-02   8.6331518e-02  -1.6163080e-02
   7.9858625e-01  -5.0957409e-01   4.9588030e-03   3.7164701e-02   8.2049503e-02  -1.5514361e-02
   7.9858625e-01  -4.9436292e-01   5.8502092e-03   1.9708508e-02   7.7898808e-02  -1.4881642e-02
   7.9858625e-01  -4.7915176e-01   6.9593116e-03   8.5585307e-03   7.3889193e-02  -1.4260950e-02
   7.9858625e-01  -4.6394059e-01   7.7649386e-03   1.4294178e-03   7.0046058e-02  -1.3658170e-02
   7.9858625e-01  -4.4872942e-01   5.8582361e-03  -8.7546768e-04   6.6243923e-02  -1.3050742e-02
   7.9858625e-01  -4.3351826e-01   1.0029325e-03   5.3849307e-04   6.2504597e-02  -1.2442578e-02
   7.9858625e-01  -4.1830709e-01  -2.7316186e-03   5.5965598e-03   5.8880582e-02  -1.1844868e-02
   7.9858625e-01  -4.0309592e-01  -5.6700302e-03   1.2399219e-02   5.5440207e-02  -1.1268387e-02
   7.9858625e-01  -3.8788476e-01  -8.7236708e-03   1.9769897e-02   5.2143992e-02  -1.0710733e-02
   7.9858625e-01  -3.7267359e-01  -1.0049378e-02   2.5392648e-02   4.8991627e-02  -1.0171693e-02
   7.9858625e-01  -3.5746242e-01  -8.2836325e-03   2.8496868e-02   4.5957161e-02  -9.6457481e-03
   7.9858625e-01  -3.4225125e-01  -4.6987968e-03   2.9619594e-02   4.3040566e-02  -9.1333488e-03
   7.9858625e-01  -3.2704009e-01  -1.4784025e-03   3.0073673e-02   4.0202351e-02  -8.6303256e-03
   7.9858625e-01  -3.1182892e-01   2.1948061e-03   2.8814328e-02   3.7548816e-02  -8.1536163e-03
   7.9858625e-01  -2.9661775e-01   4.9377034e-03   2.6962952e-02   3.5030311e-02  -7.6985060e-03
   7.9858625e-01  -2.8140659e-01   6.8000825e-03   2.4817776e-02   3.2586716e-02  -7.2530378e-03
   7.9858625e-01  -2.6619542e-01   8.1540881e-03   2.2129193e-02   3.0256600e-02  -6.8239255e-03
   7.9858625e-01  -2.5098425e-01   9.1016728e-03   1.9256100e-02   2.8047085e-02  -6.4144753e-03
   7.9858625e-01  -2.3577309e-01   9.2989650e-03   1.6101897e-02   2.6004610e-02  -6.0306190e-03
   7.9858625e-01  -2.2056192e-01   9.4107298e-03   1.3523446e-02   2.4126785e-02  -5.6762618e-03
   7.9858625e-01  -2.0535075e-01   9.3216006e-03   1.1439271e-02   2.2347580e-02  -5.3395305e-03
   7.9858625e-01  -1.9013959e-01   8.5997850e-03   9.2364059e-03   2.0684344e-02  -5.0224112e-03
   7.9858625e-01  -1.7492842e-01   7.4509857e-03   7.2114215e-03   1.9118929e-02  -4.7230150e-03
   7.9858625e-01  -1.5971725e-01   5.8450229e-03   5.3257226e-03   1.7621504e-02  -4.4349627e-03
   7.9858625e-01  -1.4450609e-01   4.2741951e-03   3.6955440e-03   1.6257209e-02  -4.1716065e-03
   7.9858625e-01  -1.2929492e-01   2.7502537e-03   2.4654312e-03   1.5149324e-02  -3.9541422e-03
   7.9858625e-01  -1.1408375e-01   1.3745865e-03   1.4040627e-03   1.4191918e-02  -3.7653120e-03
   7.9858625e-01  -9.8872585e-02   6.4351685e-04   5.8091093e-04   1.3293233e-02  -3.5904687e-03
   7.9858625e-01  -8.3661415e-02   1.2423923e-03  -1.0484062e-04   1.2476258e-02  -3.4283865e-03
   7.9858625e-01  -6.8450250e-02   2.5528983e-03  -4.3868434e-04   1.1805513e-02  -3.2977802e-03
   7.9858625e-01  -5.3239084e-02   4.3079009e-03  -5.2523093e-04   1.1304568e-02  -3.1973579e-03
   7.9858625e-01  -3.8027917e-02   6.8038020e-03  -4.0258390e-04   1.0907803e-02  -3.1194377e-03
   7.9858625e-01  -2.2816750e-02   8.2492090e-03  -3.8380235e-04   1.0703057e-02  -3.0789604e-03
   7.9858625e-01  -7.6055835e-03   9.3388555e-03  -3.0728159e-04   1.0617992e-02  -3.0616452e-03
   7.9858625e-01   7.6055835e-03   9.3386458e-03  -4.7041862e-05   1.0617977e-02  -3.0616509e-03
   7.9858625e-01   2.2816750e-02   8.2485660e-03   4.0772526e-04   1.0702982e-02  -3.0789697e-03
   7.9858625e-01   3.8027917e-02   6.8028615e-03   7.0546245e-04   1.0907837e-02  -3.1194104e-03
   7.9858625e-01   5.3239084e-02   4.3071706e-03   5.1867878e-04   1.1305151e-02  -3.1973092e-03
   7.9858625e-01   6.8450250e-02   2.5519295e-03   3.5502897e-04   1.1805976e-02  -3.2977189e-03
   7.9858625e-01   8.3661415e-02   1.2399307e-03  -1.3407957e-04   1.2476881e-02  -3.4283416e-03
   7.9858625e-01   9.8872585e-02   6.4055805e-04  -7.2173703e-04   1.3293336e-02  -3.5904054e-03
   7.9858625e-01   1.1408375e-01   1.3732323e-03  -1.4722480e-03   1.4191841e-02  -3.7652351e-03
   7.9858625e-01   1.2929492e-01   2.7535951e-03  -2.4568964e-03   1.5149216e-02  -3.9541039e-03
   7.9858625e-01   1.4450609e-01   4.2796432e-03  -3.7273366e-03   1.6257120e-02  -4.1715506e-03
   7.9858625e-01   1.5971725e-01   5.8476869e-03  -5.2376800e-03   1.7621385e-02  -4.4349134e-03
   7.9858625e-01   1.7492842e-01   7.4507873e-03  -6.9922222e-03   1.9118800e-02  -4.7229851e-03
   7.9858625e-01   1.9013959e-01   8.6005212e-03  -8.9704131e-03   2.0684225e-02  -5.0223749e-03
   7.9858625e-01   2.0535075e-01   9.3257833e-03  -1.1111291e-02   2.2347430e-02  -5.3394646e-03
   7.9858625e-01   2.2056192e-01   9.4167919e-03  -1.3359671e-02   2.4126614e-02  -5.6761953e-03
   7.9858625e-01   2.3577309e-01   9.3031842e-03  -1.5976552e-02   2.6004449e-02  -6.0305801e-03
   7.9858625e-01   2.5098425e-01   9.0965459e-03  -1.8617467e-02   2.8046914e-02  -6.4144338e-03
   7.9858625e-01   2.6619542e-01   8.1409077e-03  -2.1671318e-02   3.0256419e-02  -6.8238816e-03
   7.9858625e-01   2.8140659e-01   6.7842457e-03  -2.4834337e-02   3.2586524e-02  -7.2529913e-03
   7.9858625e-01   2.9661775e-01   4.9312962e-03  -2.7122538e-02   3.5030109e-02  -7.6984571e-03
   7.9858625e-01   3.1182892e-01   2.2024405e-03  -2.8738482e-02   3.7548603e-02  -8.1535518e-03
   7.9858625e-01   3.2704009e-01  -1.4657180e-03  -2.9949382e-02   4.0202128e-02  -8.6302476e-03
   7.9858625e-01   3.4225125e-01  -4.6848818e-03  -2.9750525e-02   4.3040223e-02  -9.1334263e-03
   7.9858625e-01   3.5746242e-01  -8.2667950e-03  -2.9068639e-02   4.5956528e-02  -9.6461510e-03
   7.9858625e-01   3.7267359e-01  -1.0029618e-02  -2.6299249e-02   4.8991193e-02  -1.0172365e-02
   7.9858625e-01   3.8788476e-01  -8.7098878e-03  -2.0702070e-02   5.2143957e-02  -1.0711368e-02
   7.9858625e-01   4.0309592e-01  -5.6760070e-03  -1.2886357e-02   5.5441842e-02  -1.1268617e-02
   7.9858625e-01   4.1830709e-01  -2.7473417e-03  -5.3921934e-03   5.8885887e-02  -1.1844800e-02
   7.9858625e-01   4.3351826e-01   9.8142573e-04  -2.1950872e-04   6.2513422e-02  -1.2442431e-02
   7.9858625e-01   4.4872942e-01   5.8230581e-03   1.4384355e-04   6.6253477e-02  -1.3050640e-02
   7.9858625e-01   4.6394059e-01   7.7429723e-03  -1.7992629e-03   7.0052652e-02  -1.3658093e-02
   7.9858625e-01   4.7915176e-01   6.9587469e-03  -7.8095714e-03   7.3891656e-02  -1.4260863e-02
   7.9858625e-01   4.9436292e-01   5.8257346e-03  -1.9835378e-02   7.7898251e-02  -1.4881537e-02
   7.9858625e-01   5.0957409e-01   4.9413635e-03  -3.6884072e-02   8.2048576e-02  -1.5514311e-02
   7.9858625e-01   5.2478526e-01   4.3195029e-03  -5.5381771e-02   8.6330881e-02  -1.6163321e-02
   7.9858625e-01   5.3999642e-01   4.2945611e-03  -7.6377789e-02   9.0784806e-02  -1.6828795e-02
   8.1379744e-01  -5.0957409e-01   1.1708899e-02   4.7416050e-02   8.8787733e-02  -1.6543028e-02
   8.1379744e-01  -4.9436292e-01   1.2002464e-02   2.5395300e-02   8.4643808e-02  -1.5920026e-02
   8.1379744e-01  -4.7915176e-01   1.2036572e-02   8.8164220e-03   8.0625413e-02  -1.5308922e-02
   8.1379744e-01  -4.6394059e-01   1.0261142e-02  -1.8186546e-03   7.6711298e-02  -1.4703322e-02
   8.1379744e-01  -4.4872942e-01   5.6981173e-03  -6.0490173e-03   7.2901182e-02  -1.4105652e-02
   8.1379744e-01  -4.3351826e-01  -6.1709128e-05  -5.7111145e-03   6.9206407e-02  -1.3517315e-02
   8.1379744e-01  -4.1830709e-01  -5.1465643e-03  -2.3776119e-03   6.5647772e-02  -1.2940018e-02
   8.1379744e-01  -4.0309592e-01  -9.6761217e-03   4.4406318e-03   6.2201917e-02  -1.2370718e-02
   8.1379744e-01  -3.8788476e-01  -1.3592810e-02   1.3048043e-02   5.8878532e-02  -1.1815535e-02
   8.1379744e-01  -3.7267359e-01  -1.6445249e-02   2.1612423e-02   5.5727937e-02  -1.1285295e-02
   8.1379744e-01  -3.5746242e-01  -1.3843256e-02   2.6421359e-02   5.2644081e-02  -1.0769071e-02
   8.1379744e-01  -3.4225125e-01  -9.8520858e-03   2.9004963e-02   4.9743796e-02  -1.0272245e-02
   8.1379744e-01  -3.2704009e-01  -5.1739087e-03   2.9738053e-02   4.6931971e-02  -9.7845645e-03
   8.1379744e-01  -3.1182892e-01  -2.4962856e-04   2.9001866e-02   4.4249696e-02  -9.3135903e-03
   8.1379744e-01  -2.9661775e-01   3.7258210e-03   2.7562644e-02   4.1673461e-02  -8.8565950e-03
   8.1379744e-01  -2.8140659e-01   6.1778107e-03   2.5683455e-02   3.9199275e-02  -8.4144327e-03
   8.1379744e-01  -2.6619542e-01   7.6258068e-03   2.3190482e-02   3.6847610e-02  -7.9918205e-03
   8.1379744e-01  -2.5098425e-01   7.9911435e-03   2.0295053e-02   3.4685105e-02  -7.5983602e-03
   8.1379744e-01  -2.3577309e-01   7.7569634e-03   1.7084157e-02   3.2680000e-02  -7.2301680e-03
   8.1379744e-01  -2.2056192e-01   7.4707063e-03   1.4193705e-02   3.0777455e-02  -6.8801257e-03
   8.1379744e-01  -2.0535075e-01   7.0899158e-03   1.1512680e-02   2.8949720e-02  -6.5396405e-03
   8.1379744e-01  -1.9013959e-01   6.4932931e-03   8.8377326e-03   2.7215434e-02  -6.2163612e-03
   8.1379744e-01  -1.7492842e-01   5.9189327e-03   6.7267762e-03   2.5646599e-02  -5.9225090e-03
   8.1379744e-01  -1.5971725e-01   5.2540331e-03   4.9386619e-03   2.4208874e-02  -5.6494917e-03
   8.1379744e-01  -1.4450609e-01   4.9606769e-03   3.6473343e-03   2.2962799e-02  -5.4129414e-03
   8.1379744e-01  -1.2929492e-01   4.9358899e-03   2.4738020e-03   2.1791534e-02  -5.1905752e-03
   8.1379744e-01  -1.1408375e-01   4.7508046e-03   1.6218029e-03   2.0838508e-02  -5.0103329e-03
   8.1379744e-01  -9.8872585e-02   4.7320086e-03   9.0542909e-04   1.9960603e-02  -4.8412677e-03
   8.1379744e-01  -8.3661415e-02   5.2309956e-03   3.4718075e-04   1.9170088e-02  -4.6877814e-03
   8.1379744e-01  -6.8450250e-02   5.8314985e-03  -1.1904768e-05   1.8514623e-02  -4.5613332e-03
   8.1379744e-01  -5.3239084e-02   6.6847954e-03  -1.5595113e-04   1.8015608e-02  -4.4646679e-03
   8.1379744e-01  -3.8027917e-02   7.8466507e-03  -2.0777524e-04   1.7641753e-02  -4.3914307e-03
   8.1379744e-01  -2.2816750e-02   8.8141484e-03  -3.4040419e-04   1.7408027e-02  -4.3462154e-03
   8.1379744e-01  -7.6055835e-03   9.2335738e-03  -5.0191366e-04   1.7335882e-02  -4.3324331e-03
   8.1379744e-01   7.6055835e-03   9.2337206e-03  -3.8097374e-04   1.7335867e-02  -4.3324649e-03
   8.1379744e-01   2.2816750e-02   8.8142479e-03  -4.5468053e-05   1.7407992e-02  -4.3462106e-03
   8.1379744e-01   3.8027917e-02   7.8467140e-03   1.5318980e-04   1.7641777e-02  -4.3913884e-03
   8.1379744e-01   5.3239084e-02   6.6849349e-03   2.5775305e-04   1.8015531e-02  -4.4646271e-03
   8.1379744e-01   6.8450250e-02   5.8315849e-03   2.1092682e-04   1.8514506e-02  -4.5613049e-03
   8.1379744e-01   8.3661415e-02   5.2300111e-03  -2.7868030e-04   1.9170101e-02  -4.6877926e-03
   8.1379744e-01   9.8872585e-02   4.7294705e-03  -1.0976873e-03   1.9960616e-02  -4.8413264e-03
   8.1379744e-01   1.1408375e-01   4.7503192e-03  -1.8667149e-03   2.0838361e-02  -5.0104591e-03
   8.1379744e-01   1.2929492e-01   4.9418789e-03  -2.6707643e-03   2.1791295e-02  -5.1908318e-03
   8.1379744e-01   1.4450609e-01   4.9677315e-03  -3.8482131e-03   2.2962700e-02  -5.4129346e-03
   8.1379744e-01   1.5971725e-01   5.2610628e-03  -5.2850163e-03   2.4208765e-02  -5.6494653e-03
   8.1379744e-01   1.7492842e-01   5.9242129e-03  -7.0387408e-03   2.5646460e-02  -5.9224781e-03
   8.1379744e-01   1.9013959e-01   6.4977344e-03  -9.0715342e-03   2.7215295e-02  -6.2163298e-03
   8.1379744e-01   2.0535075e-01   7.0934208e-03  -1.1604610e-02   2.8949570e-02  -6.5396066e-03
   8.1379744e-01   2.2056192e-01   7.4722976e-03  -1.4115528e-02   3.0777324e-02  -6.8800923e-03
   8.1379744e-01   2.3577309e-01   7.7537744e-03  -1.6623992e-02   3.2680009e-02  -7.2301621e-03
   8.1379744e-01   2.5098425e-01   7.9888603e-03  -1.9828392e-02   3.4685024e-02  -7.5983358e-03
   8.1379744e-01   2.6619542e-01   7.6286142e-03  -2.3023594e-02   3.6847699e-02  -7.9918295e-03
   8.1379744e-01   2.8140659e-01   6.1861549e-03  -2.5777016e-02   3.9199204e-02  -8.4144103e-03
   8.1379744e-01   2.9661775e-01   3.7366293e-03  -2.7803418e-02   4.1673268e-02  -8.8565460e-03
   8.1379744e-01   3.1182892e-01  -2.4757921e-04  -2.9282367e-02   4.4249483e-02  -9.3135278e-03
   8.1379744e-01   3.2704009e-01  -5.1842710e-03  -3.0021782e-02   4.6931748e-02  -9.7845035e-03
   8.1379744e-01   3.4225125e-01  -9.8689303e-03  -2.9366363e-02   4.9743503e-02  -1.0272285e-02
   8.1379744e-01   3.5746242e-01  -1.3845163e-02  -2.7096775e-02   5.2643498e-02  -1.0769533e-02
   8.1379744e-01   3.7267359e-01  -1.6428803e-02  -2.2154741e-02   5.5727613e-02  -1.1286032e-02
   8.1379744e-01   3.8788476e-01  -1.3576314e-02  -1.3848516e-02   5.8880167e-02  -1.1816416e-02
   8.1379744e-01   4.0309592e-01  -9.6734217e-03  -4.3337112e-03   6.2207862e-02  -1.2371145e-02
   8.1379744e-01   4.1830709e-01  -5.1556667e-03   3.2188716e-03   6.5656967e-02  -1.2940031e-02
   8.1379744e-01   4.3351826e-01  -7.4251844e-05   6.5731142e-03   6.9214172e-02  -1.3517188e-02
   8.1379744e-01   4.4872942e-01   5.6932221e-03   6.8019517e-03   7.2904927e-02  -1.4105531e-02
   8.1379744e-01   4.6394059e-01   1.0264030e-02   2.4876920e-03   7.6711191e-02  -1.4703241e-02
   8.1379744e-01   4.7915176e-01   1.2041424e-02  -8.0790942e-03   8.0624286e-02  -1.5308831e-02
   8.1379744e-01   4.9436292e-01   1.2015335e-02  -2.4282225e-02   8.4642861e-02  -1.5919900e-02
   8.1379744e-01   5.0957409e-01   1.1728004e-02  -4.5947710e-02   8.8787336e-02  -1.6542903e-02
   8.2900858e-01  -4.9436292e-01   1.7594429e-02   2.2019564e-02   9.1512568e-02  -1.6966121e-02
   8.2900858e-01  -4.7915176e-01   1.6147420e-02   2.9213243e-03   8.7472643e-02  -1.6359881e-02
   8.2900858e-01  -4.6394059e-01   1.2836195e-02  -1.2676718e-02   8.3582468e-02  -1.5763755e-02
   8.2900858e-01  -4.4872942e-01   7.8676072e-03  -1.9532870e-02   7.9725072e-02  -1.5165728e-02
   8.2900858e-01  -4.3351826e-01   1.2917866e-03  -1.9647475e-02   7.5975207e-02  -1.4579252e-02
   8.2900858e-01  -4.1830709e-01  -6.2456861e-03  -1.4496512e-02   7.2434832e-02  -1.4017118e-02
   8.2900858e-01  -4.0309592e-01  -1.2941415e-02  -7.2549331e-03   6.9011527e-02  -1.3461203e-02
   8.2900858e-01  -3.8788476e-01  -1.7306441e-02   2.0634876e-03   6.5698742e-02  -1.2915585e-02
   8.2900858e-01  -3.7267359e-01  -2.2416342e-02   1.4452767e-02   6.2707156e-02  -1.2411018e-02
   8.2900858e-01  -3.5746242e-01  -1.9395564e-02   2.1316824e-02   5.9574831e-02  -1.1901878e-02
   8.2900858e-01  -3.4225125e-01  -1.2864294e-02   2.4113709e-02   5.6522906e-02  -1.1400923e-02
   8.2900858e-01  -3.2704009e-01  -6.8397068e-03   2.6048515e-02   5.3727501e-02  -1.0924881e-02
   8.2900858e-01  -3.1182892e-01  -8.8277727e-04   2.6451158e-02   5.1018326e-02  -1.0458931e-02
   8.2900858e-01  -2.9661775e-01   2.9938587e-03   2.6060815e-02   4.8446751e-02  -1.0012974e-02
   8.2900858e-01  -2.8140659e-01   5.4046375e-03   2.4478024e-02   4.5952805e-02  -9.5756047e-03
   8.2900858e-01  -2.6619542e-01   6.5171463e-03   2.2010224e-02   4.3592310e-02  -9.1586255e-03
   8.2900858e-01  -2.5098425e-01   6.1469741e-03   1.9416868e-02   4.1419155e-02  -8.7735592e-03
   8.2900858e-01  -2.3577309e-01   4.9931384e-03   1.6265144e-02   3.9456780e-02  -8.4206769e-03
   8.2900858e-01  -2.2056192e-01   4.1771021e-03   1.3302719e-02   3.7574135e-02  -8.0805817e-03
   8.2900858e-01  -2.0535075e-01   3.4744880e-03   1.0271868e-02   3.5725299e-02  -7.7431534e-03
   8.2900858e-01  -1.9013959e-01   2.9901283e-03   7.4597901e-03   3.3987404e-02  -7.4262522e-03
   8.2900858e-01  -1.7492842e-01   3.1119495e-03   5.4727274e-03   3.2430739e-02  -7.1403889e-03
   8.2900858e-01  -1.5971725e-01   3.5594435e-03   4.2015054e-03   3.1099464e-02  -6.8955767e-03
   8.2900858e-01  -1.4450609e-01   4.1507167e-03   3.1703525e-03   2.9870379e-02  -6.6681744e-03
   8.2900858e-01  -1.2929492e-01   5.0076219e-03   2.2259553e-03   2.8689274e-02  -6.4482032e-03
   8.2900858e-01  -1.1408375e-01   5.8634233e-03   1.4828258e-03   2.7627678e-02  -6.2497709e-03
   8.2900858e-01  -9.8872585e-02   6.3863065e-03   9.5320845e-04   2.6739233e-02  -6.0824616e-03
   8.2900858e-01  -8.3661415e-02   6.7242614e-03   5.6892340e-04   2.5967318e-02  -5.9370914e-03
   8.2900858e-01  -6.8450250e-02   6.9165403e-03   2.8271519e-04   2.5332943e-02  -5.8173361e-03
   8.2900858e-01  -5.3239084e-02   6.9206596e-03   4.1126280e-05   2.4873018e-02  -5.7285789e-03
   8.2900858e-01  -3.8027917e-02   7.5633233e-03  -1.9576144e-05   2.4483862e-02  -5.6569756e-03
   8.2900858e-01  -2.2816750e-02   7.7765557e-03  -2.1083160e-04   2.4247507e-02  -5.6113594e-03
   8.2900858e-01  -7.6055835e-03   8.0174403e-03  -2.5981099e-04   2.4085022e-02  -5.5820651e-03
   8.2900858e-01   7.6055835e-03   8.0186664e-03  -2.4906565e-04   2.4084887e-02  -5.5822358e-03
   8.2900858e-01   2.2816750e-02   7.7806675e-03  -2.2562910e-04   2.4247172e-02  -5.6119436e-03
   8.2900858e-01   3.8027917e-02   7.5677086e-03  -9.6631830e-05   2.4483907e-02  -5.6575723e-03
   8.2900858e-01   5.3239084e-02   6.9255788e-03  -3.0672855e-05   2.4873881e-02  -5.7292571e-03
   8.2900858e-01   6.8450250e-02   6.9202828e-03  -4.2463076e-04   2.5339246e-02  -5.8180408e-03
   8.2900858e-01   8.3661415e-02   6.7284525e-03  -6.6020479e-04   2.5972181e-02  -5.9378556e-03
   8.2900858e-01   9.8872585e-02   6.3919617e-03  -9.1751336e-04   2.6739756e-02  -6.0833353e-03
   8.2900858e-01   1.1408375e-01   5.8703266e-03  -1.5106039e-03   2.7627381e-02  -6.2506641e-03
   8.2900858e-01   1.2929492e-01   5.0150120e-03  -2.2731392e-03   2.8688905e-02  -6.4486568e-03
   8.2900858e-01   1.4450609e-01   4.1579457e-03  -3.2767766e-03   2.9870280e-02  -6.6681765e-03
   8.2900858e-01   1.5971725e-01   3.5663209e-03  -4.4887758e-03   3.1099355e-02  -6.8954883e-03
   8.2900858e-01   1.7492842e-01   3.1185304e-03  -5.9311584e-03   3.2430620e-02  -7.1403600e-03
   8.2900858e-01   1.9013959e-01   2.9961474e-03  -7.6908907e-03   3.3987375e-02  -7.4262418e-03
   8.2900858e-01   2.0535075e-01   3.4760685e-03  -1.0204246e-02   3.5725770e-02  -7.7432405e-03
   8.2900858e-01   2.2056192e-01   4.1753750e-03  -1.2975039e-02   3.7574454e-02  -8.0806403e-03
   8.2900858e-01   2.3577309e-01   4.9913079e-03  -1.5871888e-02   3.9456559e-02  -8.4206260e-03
