2.000000e+07 -1.601000e+00 -1.333500e-16 -5.095989e-01 1.140833e-01 4.395374e-04 4.002196e+00 -5.026189e+00 -8.538380e+00 2.980503e+00 -1.342717e+01 4.098017e+00 -1.441831e+01 3.327048e+00 -3.464068e+01 8.299751e+00 1.666063e-03 3.251299e+01 -7.427769e+01 5.698167e-02 -7.178312e+01 3.786659e+01 1.067302e+02 1.151466e+02 -9.153179e+01 1.958294e+01 -1.999443e+02 1.103814e+02 -5.801363e+01 6.934419e+00 -7.354109e+01 -1.432338e+02 -4.209902e-02 1.191876e-01 3.594629e+02 -8.380145e+01 -9.473784e+01 -1.909970e-02 1.513199e+02 2.883702e+02 4.322319e+02 -1.871518e+02 -1.214364e+01 -1.953527e+02 -1.696228e+01 5.341884e+02 5.130930e+02 2.005055e+02 2.909234e+02 -2.208838e+02 -1.110016e+02 -1.374267e+00 -3.285464e+02 -1.183733e+03 -3.482744e+01 -1.520974e-01 2.608146e+02 1.478142e+03 8.955260e-02 2.796402e+02 3.725134e+02 1.311540e+02 6.934463e+02 -7.011475e+02 -1.508650e+03 -1.338787e+03 -2.332383e+00 -3.147255e+01 -6.418674e+00 -4.414050e+00 -9.496287e+00 -4.398477e-02 -0.000000e+00 0.000000e+00 -0.000000e+00
2.000000e+07 -1.566014e+00 -3.328670e-01 -5.131827e-01 -1.040619e-01 2.279321e+00 3.248983e+00 -5.004667e+00 -8.982387e+00 1.130397e+00 -1.212381e+01 -7.222165e+00 -1.455193e+01 -2.830594e+00 -2.485050e+01 -2.590035e+01 1.834984e+01 2.644937e+01 -2.376533e+01 -7.122212e+01 -7.463644e+01 1.583725e+01 1.099275e+02 -6.038950e+01 -3.019542e+01 8.977945e+01 -9.350537e+01 -2.131361e+02 -4.438604e+01 -3.733025e+01 -1.242365e+02 -5.024596e+01 1.371882e+02 -3.480440e+02 -1.057486e+02 -3.553715e+01 -1.171446e+02 9.069257e+01 1.205657e+02 2.548097e+02 -4.816300e+02 -5.197115e+01 2.148276e+02 -1.286066e+02 1.254012e+02 -7.359659e+02 8.198925e+01 1.259600e+02 -1.697358e+02 1.234604e+01 -2.207154e+02 -5.428594e+02 1.100654e+02 8.811439e+02 3.020133e+02 3.217088e+02 -5.853913e+02 -1.266629e+03 4.557156e+02 2.695890e+02 -3.946217e+02 -5.522174e+02 -6.074773e+02 1.051239e+03 1.143555e+03 1.253174e+03 -2.894580e+02 4.256985e+02 2.877197e+02 5.077325e+02 -4.432234e+02 -5.025433e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000000e+07 -1.462585e+00 -6.511849e-01 -4.276799e-01 -3.042881e-01 3.695133e+00 1.231529e+00 -4.978678e+00 -9.091924e+00 -7.694252e-01 -2.717731e+00 -1.383616e+01 -1.226010e+01 -8.615695e+00 1.013989e+01 -3.446838e+01 3.029896e+01 1.021811e+01 6.089630e+01 -4.444606e+01 -8.168442e+01 -8.822802e+00 1.137370e+02 -1.301705e+02 6.443821e+01 7.180680e+01 2.238592e+02 -6.823763e+01 -1.051953e+00 -5.852415e+01 4.879589e+01 1.145785e+02 8.646246e+01 2.159014e+02 -2.987944e+02 1.844524e+01 -1.275387e+02 1.353499e+02 4.640108e+01 -5.480449e+02 3.408203e+01 1.975507e+02 4.090375e+01 7.528173e+00 1.646574e+02 4.632718e+02 -6.675328e+02 -1.577255e+02 -2.647581e+02 1.629417e+02 -9.380828e+01 9.274173e+02 2.378584e+02 -2.866388e+02 -2.761764e+02 1.555430e+01 9.305395e+02 7.376194e+02 -2.736872e+02 -2.229035e+02 5.305716e+01 2.326674e+02 4.891679e+02 -1.086623e+03 -8.231325e+02 -1.122845e+03 5.177317e+02 -1.024017e+03 -7.307919e+02 -7.262665e+02 9.227387e+02 8.291651e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000000e+07 -1.295237e+00 -9.410446e-01 -2.677288e-01 -4.514688e-01 3.694872e+00 -1.270679e+00 -4.933125e+00 -8.739745e+00 -2.619781e+00 8.519512e+00 -1.123607e+01 -7.736276e+00 -1.283361e+01 3.495976e+01 -8.289969e+00 3.029825e+01 -1.012735e+01 6.096414e+01 4.435236e+01 -7.937342e+01 -3.244997e+01 1.094034e+02 3.499795e+01 9.428615e+01 -2.045825e+01 4.406177e+01 2.298364e+02 4.308404e+01 -3.962443e+01 1.345372e+02 1.150547e+02 -8.647813e+01 2.160987e+02 2.998354e+02 6.205352e+01 -1.129640e+02 1.353760e+02 -4.598729e+01 3.058544e+02 4.560166e+02 8.760146e+01 -1.817979e+02 1.214201e+02 1.115104e+02 9.993271e+01 8.063174e+02 -1.135434e+02 2.864772e+02 1.727287e+02 7.423152e+01 -9.275233e+02 -2.382965e+02 -2.861692e+02 -2.760828e+02 -1.593888e+01 -1.186946e+03 -3.270567e+01 -2.735644e+02 -1.159220e+02 -1.976201e+02 4.869606e+02 -2.372227e+02 1.143066e+03 7.427160e+02 1.121520e+03 -4.826941e+02 1.041003e+03 7.307951e+02 6.032971e+02 -1.007513e+03 -8.291844e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000000e+07 -1.071278e+00 -1.189774e+00 -6.109366e-02 -5.200516e-01 2.278609e+00 -3.287762e+00 -4.896649e+00 -7.940263e+00 -4.345949e+00 1.406456e+01 -1.162414e+00 -1.805143e+00 -1.471451e+01 2.454031e+01 2.619500e+01 1.834708e+01 -2.635241e+01 -2.365827e+01 7.125847e+01 -7.331325e+01 -5.403616e+01 9.703293e+01 1.363565e+02 2.810225e+01 -9.045057e+01 -2.321415e+02 1.669581e+01 5.764503e+01 6.362874e+00 -2.210194e+01 -5.002513e+01 -1.371686e+02 -3.480022e+02 1.073365e+02 9.885621e+01 -7.215344e+01 9.072981e+01 -1.202393e+02 2.277839e+02 -4.950114e+02 -2.021478e+02 -8.923506e+01 1.787298e+02 -1.812349e+01 -6.135223e+02 -4.145930e+02 1.513473e+02 1.475158e+02 3.785267e+01 2.178963e+02 5.432120e+02 -1.104548e+02 8.808932e+02 3.023391e+02 -3.211624e+02 1.262407e+03 -5.944612e+02 4.555615e+02 -9.838102e+01 4.676883e+02 -8.105549e+02 1.304208e+02 -1.432452e+03 -6.006757e+02 -1.254758e+03 1.546017e+02 -4.910861e+02 -2.876995e+02 -2.332029e+02 6.325316e+02 5.026052e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000001e+07 -8.005013e-01 -1.386507e+00 1.560001e-01 -4.983679e-01 -4.379429e-04 -4.040613e+00 -4.924216e+00 -6.849279e+00 -5.903223e+00 1.026316e+01 9.580059e+00 4.327852e+00 -1.415027e+01 -1.013251e+01 3.414959e+01 -1.573863e-03 -3.241197e+01 -7.427890e+01 5.752655e-02 -7.557251e+01 -7.350754e+01 8.616758e+01 -6.116010e+00 -6.272467e+01 -6.947871e+01 4.378776e+00 -2.283602e+02 3.501373e+01 4.677447e+01 -1.364893e+02 -1.438083e+02 -2.370888e-02 -1.233262e-01 -3.579518e+02 1.239488e+02 -2.520172e+01 1.450909e-02 -1.509577e+02 -5.184846e+02 3.356586e+01 -1.041539e+02 1.559969e+02 1.123600e+02 -1.607177e+02 7.114326e+02 -2.060765e+02 1.516834e+02 -3.190787e+02 -2.065361e+02 1.357732e+02 8.963072e-01 3.281016e+02 -1.183684e+03 -3.480810e+01 -1.516815e-01 -1.149636e+03 9.650854e+02 2.689036e-01 4.625018e+02 -5.585125e+01 5.350980e+02 -4.602798e+02 1.656907e+03 1.473198e+02 1.337484e+03 -2.603751e+01 1.771823e+01 6.535928e+00 -1.055073e+01 -9.662066e-01 -3.240101e-02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000001e+07 -4.947361e-01 -1.522641e+00 3.467116e-01 -3.923987e-01 -2.279325e+00 -3.287218e+00 -4.896728e+00 -5.470045e+00 -7.212072e+00 -1.922443e-01 1.411158e+01 9.727334e+00 -1.118711e+01 -3.485544e+01 8.571017e+00 -1.834960e+01 -2.635161e+01 -2.376773e+01 -7.122173e+01 -7.332990e+01 -8.730361e+01 6.865141e+01 -1.377873e+02 -9.284635e+01 1.873782e+01 2.313311e+02 2.558478e+01 -1.013499e+01 5.710536e+01 -9.820171e+00 -5.008205e+01 1.371377e+02 3.480670e+02 1.071228e+02 1.192079e+02 2.780025e+01 -9.068976e+01 -1.202350e+02 2.896829e+02 4.614915e+02 1.599806e+02 1.525196e+02 -4.428689e+01 -1.740721e+02 -2.969455e+02 6.783491e+02 -2.099344e+02 -2.420829e+01 -1.849783e+02 -1.210538e+02 -5.436145e+02 -1.067823e+02 8.810828e+02 3.019565e+02 3.217062e+02 8.040572e+02 -1.140319e+03 -4.560414e+02 -2.071244e+02 -4.308718e+02 -2.501609e+02 7.820322e+02 -1.515884e+03 3.384700e+02 -1.254687e+03 5.133206e+02 3.791656e+01 -2.879477e+02 -1.297237e+02 -6.612636e+02 -5.025459e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000001e+07 -1.673502e-01 -1.592229e+00 4.773617e-01 -2.182380e-01 -3.695144e+00 -1.269815e+00 -4.933119e+00 -3.880631e+00 -8.257316e+00 -1.062336e+01 9.272797e+00 1.359153e+01 -6.309827e+00 -2.478050e+01 -2.601580e+01 -3.029904e+01 -1.012473e+01 6.089542e+01 -4.444619e+01 -7.937785e+01 -1.029139e+02 4.927272e+01 -2.282677e+01 -2.996912e+01 9.171180e+01 -5.283659e+01 2.279806e+02 -5.015801e+01 3.017456e+01 1.371259e+02 1.150347e+02 8.648616e+01 -2.159015e+02 2.999823e+02 1.012042e+02 7.973714e+01 -1.353519e+02 -4.603367e+01 2.445033e+02 -4.916298e+02 1.343318e+02 -1.507229e+02 -1.463649e+02 -7.579164e+01 -3.465233e+02 -7.349376e+02 -1.504865e+02 2.689378e+02 2.069351e-01 -1.879916e+02 9.258034e+02 -2.445443e+02 -2.865623e+02 -2.760693e+02 1.553972e+01 -1.734094e+02 1.174764e+03 2.739245e+02 -6.534721e+01 2.196067e+02 3.073336e+02 -4.461829e+02 1.256040e+03 -5.292593e+02 1.121484e+03 -1.145534e+03 6.349908e+01 7.312486e+02 4.355360e+02 1.090251e+03 8.291592e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000001e+07 1.673502e-01 -1.592229e+00 5.248473e-01 -6.125458e-03 -3.694873e+00 1.232396e+00 -4.978629e+00 -2.102472e+00 -8.878665e+00 -1.399041e+01 -1.758983e+00 1.498216e+01 -2.830515e-01 1.030066e+01 -3.442102e+01 -3.029804e+01 1.022111e+01 6.096507e+01 4.435202e+01 -8.167841e+01 -1.109390e+02 2.662458e+01 1.340139e+02 6.485816e+01 7.142306e+01 -2.210806e+02 -7.676724e+01 -5.585792e+01 -1.749946e+01 3.696066e+01 1.146137e+02 -8.642663e+01 -2.161068e+02 -2.986493e+02 6.679250e+01 1.102312e+02 -1.353794e+02 4.634366e+01 -5.478147e+02 3.689474e+01 -1.137070e+02 -1.667712e+02 -1.572829e+02 4.938787e+01 7.483311e+02 3.165769e+02 3.048921e+02 -4.486256e+01 1.506960e+02 -1.124981e+02 -9.259330e+02 2.440885e+02 -2.862710e+02 -2.762011e+02 -1.592352e+01 -5.650720e+02 -1.044436e+03 2.734918e+02 -2.292304e+02 1.637882e+00 -4.488464e+02 -3.029740e+02 -1.214604e+03 6.183168e+02 -1.122932e+03 1.142746e+03 -1.022872e+02 -7.312770e+02 -5.704667e+02 -1.026147e+03 -8.291991e+02 0.000000e+00 0.000000e+00 -0.000000e+00
2.000001e+07 4.947361e-01 -1.522641e+00 4.809246e-01 2.071172e-01 -2.278612e+00 3.249529e+00 -5.004569e+00 -2.073111e-01 -9.050733e+00 -8.039119e+00 -1.159798e+01 1.364569e+01 5.793967e+00 3.495565e+01 -8.155144e+00 -1.834711e+01 2.645093e+01 -2.365607e+01 7.125860e+01 -7.462334e+01 -1.110641e+02 1.685365e+00 4.903563e+01 9.238517e+01 -2.088832e+01 1.016092e+02 -2.093938e+02 -2.331106e+01 -5.310435e+01 -1.291387e+02 -5.021165e+01 -1.372120e+02 3.479751e+02 -1.059723e+02 1.307771e+01 1.217263e+02 -9.072134e+01 1.205787e+02 3.148200e+02 4.446960e+02 -1.784277e+02 1.305551e+02 -7.366096e+01 1.638725e+02 -6.658701e+02 3.240552e+02 5.208971e+01 -2.048432e+02 2.075872e+02 7.616291e+01 5.439775e+02 1.064304e+02 8.810179e+02 3.024374e+02 -3.211562e+02 1.145885e+03 7.961928e+02 -4.556826e+02 3.559816e+02 3.189063e+02 5.180975e+02 6.365649e+02 1.236236e+03 -9.399252e+02 1.253439e+03 -5.025407e+02 1.114430e+02 2.880263e+02 4.309936e+02 5.181395e+02 5.026017e+02 0.000000e+00 0.000000e+00 -0.000000e+00
