  -1.6732283e+00  -2.8110236e-01  -7.9291428e-07   1.7688152e-06   1.8294627e-06   9.9559406e-07  -1.5582091e-06  -1.7704637e-06  -1.3541588e-06  -3.3193286e-07  -1.9557516e-06  -1.5329217e-06   5.3035616e-07  -1.7306154e-06  -1.6228184e-06   7.5889784e-07   1.4086710e-06   2.0919781e-06   1.3494569e-06   1.0121359e-06   2.3973777e-06   1.3235276e-06
  -1.6732283e+00  -2.5433071e-01  -7.3483606e-07   1.7866330e-06   1.8661957e-06   9.0519611e-07  -1.5398447e-06  -1.8427782e-06  -1.2355496e-06  -2.9731853e-07  -1.9344801e-06  -1.5233627e-06   4.7472054e-07  -1.5900952e-06  -1.7428861e-06   6.8027575e-07   1.4163131e-06   1.9448819e-06   1.5315054e-06   1.2628964e-06   2.2598643e-06   1.3444305e-06
  -1.6732283e+00  -2.2755906e-01  -6.7642959e-07   1.8030203e-06   1.8987528e-06   8.1345173e-07  -1.5236363e-06  -1.9069195e-06  -1.1130905e-06  -2.6382093e-07  -1.9155914e-06  -1.5144115e-06   4.2103540e-07  -1.4410227e-06  -1.8500210e-06   6.0389601e-07   1.4219777e-06   1.7816196e-06   1.6957131e-06   1.4919156e-06   2.0952703e-06   1.3602514e-06
  -1.6732283e+00  -2.0078740e-01  -6.1771547e-07   1.8177843e-06   1.9266984e-06   7.2021182e-07  -1.5094787e-06  -1.9622505e-06  -9.8651155e-07  -2.3100864e-07  -1.8988380e-06  -1.5059389e-06   3.6844718e-07  -1.2830650e-06  -1.9430978e-06   5.2850579e-07   1.4258217e-06   1.6017655e-06   1.8401926e-06   1.6960047e-06   1.9029082e-06   1.3715870e-06
  -1.6732283e+00  -1.7401575e-01  -5.5888038e-07   1.8317519e-06   1.9524721e-06   6.2614303e-07  -1.4964275e-06  -2.0136004e-06  -8.5767955e-07  -1.9855872e-07  -1.8831240e-06  -1.4977134e-06   3.1644574e-07  -1.1203521e-06  -2.0300665e-06   4.5364651e-07   1.4289411e-06   1.4131483e-06   1.9764029e-06   1.8902539e-06   1.6960905e-06   1.3810450e-06
  -1.6732283e+00  -1.4724409e-01  -4.9979232e-07   1.8444318e-06   1.9744999e-06   5.3144659e-07  -1.4850902e-06  -2.0573862e-06  -7.2695106e-07  -1.6696709e-07  -1.8693011e-06  -1.4901558e-06   2.6602407e-07  -9.5321362e-07  -2.1044539e-06   3.8093589e-07   1.4309183e-06   1.2156492e-06   2.0939682e-06   2.0591231e-06   1.4738125e-06   1.3867880e-06
  -1.6732283e+00  -1.2047244e-01  -4.4027690e-07   1.8554465e-06   1.9917875e-06   4.3598774e-07  -1.4755442e-06  -2.0916435e-06  -5.9396090e-07  -1.3631712e-07  -1.8573978e-06  -1.4830562e-06   2.1732263e-07  -7.8080518e-07  -2.1630951e-06   3.1055411e-07   1.4314930e-06   1.0075674e-06   2.1881043e-06   2.1958143e-06   1.2331556e-06   1.3878706e-06
  -1.6732283e+00  -9.3700787e-02  -3.8039834e-07   1.8655480e-06   2.0064041e-06   3.3953640e-07  -1.4677430e-06  -2.1201700e-06  -4.5853132e-07  -1.0539645e-07  -1.8477141e-06  -1.4774846e-06   1.6784535e-07  -6.0332433e-07  -2.2120767e-06   2.3855874e-07   1.4324966e-06   7.9026705e-07   2.2679740e-06   2.3130789e-06   9.7755567e-07   1.3875457e-06
  -1.6732283e+00  -6.6929134e-02  -3.2036873e-07   1.8747561e-06   2.0180189e-06   2.4264408e-07  -1.4616275e-06  -2.1427529e-06  -3.2197194e-07  -7.4527943e-08  -1.8402025e-06  -1.4732967e-06   1.1840578e-07  -4.2348224e-07  -2.2505896e-06   1.6644727e-07   1.4333972e-06   5.6831170e-07   2.3317735e-06   2.4075896e-06   7.1384143e-07   1.3855355e-06
  -1.6732283e+00  -4.0157480e-02  -2.6031039e-07   1.8824953e-06   2.0249060e-06   1.4577507e-07  -1.4571904e-06  -2.1565253e-06  -1.8511470e-07  -4.4793852e-08  -1.8349047e-06  -1.4698230e-06   7.1269618e-08  -2.4244323e-07  -2.2734149e-06   9.7910076e-08   1.4324767e-06   3.4292141e-07   2.3713469e-06   2.4677621e-06   4.4264627e-07   1.3793794e-06
